EVENT_ID_CNTY,EVENT_DATE,YEAR,TIME_PRECISION,DISORDER_TYPE,EVENT_TYPE,SUB_EVENT_TYPE,ACTOR1,ASSOC_ACTOR_1,INTER1,ACTOR2,ASSOC_ACTOR_2,INTER2,INTERACTION,CIVILIAN_TARGETING,ISO,REGION,COUNTRY,ADMIN1,ADMIN2,ADMIN3,LOCATION,LATITUDE,LONGITUDE,GEO_PRECISION,SOURCE,SOURCE_SCALE,NOTES,FATALITIES,TAGS,TIMESTAMP
CEN48311,29-June-2021,2021,1.0,Political violence,Battles,Armed clash,CPC: Coalition of Patriots for Change,UPC: Union for Peace in the Central African Republic,3.0,Military Forces of the Central African Republic (2016-),Wagner Group; Military Forces of the Central African Republic (2016-) Gendarmerie,1,13.0,,140.0,Middle Africa,Central African Republic,Basse-Kotto,Alindao,Alindao,Alindao,5.042,21.215,1.0,Radio Ndeke Luka; aBangui,National,"On 29 June 2021, UPC rebels from CPC clashed with national military forces and gendarmerie, supported by their Russian allies from Wagner group, in Alindao (Basse-Kotto). Security forces maintained control over the town. Seven fatalities were reported, split between two events.",3.0,,1633455252.0
CEN48303,24-June-2021,2021,2.0,Political violence,Violence against civilians,Attack,Wagner Group,,8.0,Civilians (Central African Republic),Wagner Group,7,78.0,Civilian targeting,140.0,Middle Africa,Central African Republic,Ombella-M'Poko,Boali,Boali,Boali,4.877,18.002,1.0,Corbeau News,National,"Around 24 June 2021, Russian mercenaries from Wagner group abducted and tortured one of their comrade-in-arms because of misbehavior in Boali (Ombella-M'Poko). The victim was seriously injured and then released.",0.0,,1633455253.0
CEN48205,28-May-2021,2021,1.0,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Central African Republic),,3.0,Military Forces of the Central African Republic (2016-),Police Forces of the Central African Republic (2016-); Wagner Group,1,13.0,,140.0,Middle Africa,Central African Republic,Nana-Mambere,Baboua,Baboua,Bondiba,5.535,14.795,1.0,Corbeau News,National,"On 28 May 2021, a landmine placed by an unidentified armed group exploded, destroying a vehicle carrying Russian mercenaries of Wagner group, police forces and military forces, in Bondiba (Baboua, Nana-Mambere). Five fatalities (three Wagner mercenaries and two policemen) and four serious injuries were reported. There are suspicions that CPC rebels were responsible.",5.0,,1633455253.0
CEN48246,21-April-2021,2021,1.0,Political violence,Battles,Armed clash,CPC: Coalition of Patriots for Change,FPRC: Popular Front for the Renaissance of Central Africa,3.0,Military Forces of the Central African Republic (2016-),Wagner Group,1,13.0,,140.0,Middle Africa,Central African Republic,Haute-Kotto,Bria,Daba Nydou,Iramou,6.486,22.23,1.0,Undisclosed Source,Local partner-Other,"On 21 April 2021, FPRC combatants from CPC clashed with national military forces and their Russian allies in Iramou (Daba Nydou, Bria). Eight FPRC militants were killed.",8.0,,1633455253.0
CEN48069,07-April-2021,2021,1.0,Political violence,Battles,Armed clash,CPC: Coalition of Patriots for Change,,3.0,Military Forces of the Central African Republic (2016-),Wagner Group; MINUSCA: United Nations Multidimensional Integrated Stabilization Mission in the Central African Republic (2014-),1,13.0,,140.0,Middle Africa,Central African Republic,Nana-Mambere,Bouar,Niem-Yelewa,Yelewa,6.421,15.268,1.0,Corbeau News; Oubangui Medias; Facebook,New media-National,"On 7 April 2021, CPC rebel groups attacked the positions of the military forces and their allies, Wagner group and MINUSCA, in Yelewa (Bouar, Nana-Mambere). According to reports, the governmental forces regained control over the region.",0.0,,1633455252.0
CEN48068,07-April-2021,2021,1.0,Political violence,Battles,Armed clash,CPC: Coalition of Patriots for Change,,3.0,Military Forces of the Central African Republic (2016-),Wagner Group; MINUSCA: United Nations Multidimensional Integrated Stabilization Mission in the Central African Republic (2014-),1,13.0,,140.0,Middle Africa,Central African Republic,Nana-Mambere,Bouar,Niem-Yelewa,Niem,6.199,15.229,1.0,Corbeau News,National,"On 7 April 2021, CPC rebel groups attacked the positions of the military forces and their allies, Wagner group and MINUSCA, in Niem (Bouar, Nana-Mambere). It is unclear which rebel group participated. No casualties were reported.",0.0,,1633455253.0
CEN48238,02-April-2021,2021,1.0,Political violence,Battles,Armed clash,CPC: Coalition of Patriots for Change,FPRC: Popular Front for the Renaissance of Central Africa,3.0,Military Forces of the Central African Republic (2016-),Wagner Group,1,13.0,,140.0,Middle Africa,Central African Republic,Haute-Kotto,Bria,Samba-Boungou,Bria,6.537,21.991,2.0,Undisclosed Source,Local partner-Other,"On 2 April 2021, FPRC rebels from CPC clashed with national military forces and their Russian allies outside the city of Bria (Samba-Boungou, Haute-Kotto). Fatalities were reported, although the number remained unconfirmed (coded as 3).",3.0,,1633455253.0
CEN48042,01-April-2021,2021,2.0,Political violence,Battles,Armed clash,CPC: Coalition of Patriots for Change,Former Seleka Militia,3.0,Military Forces of the Central African Republic (2016-),Wagner Group,1,13.0,,140.0,Middle Africa,Central African Republic,Nana-Grebizi,Mbres,Mbres,Mbres,6.667,19.8,2.0,Reseau des Journalistes pour les Droits de l'Homme,National,"Around 1 April 2021 (as reported), clashes between CPC-aligned ex-Seleka fighters and military forces supported by Wagner in Korobanda and Koukoulou (Mbres, Nana-Grebizi) [coded to Mbres], left at least 2 dead.",2.0,,1633455253.0
CEN47988,10-March-2021,2021,1.0,Political violence,Battles,Armed clash,CPC: Coalition of Patriots for Change,,3.0,Military Forces of the Central African Republic (2016-),Wagner Group; MINUSCA: United Nations Multidimensional Integrated Stabilization Mission in the Central African Republic (2014-),1,13.0,,140.0,Middle Africa,Central African Republic,Ouham-Pende,Bozoum,Bozoum,Bozoum,6.319,16.371,2.0,Corbeau News,National,"On 10 March 2021, military forces, Russian Wagner fighters and MINUSCA engaged with the CPC rebels for a second day on the Bocaranga axis, in Koyali, 30 kilometres from Bozoum, coded to Bozoum (Bozoum, Ouham Pende). No fatalities and/or injuries reported.",0.0,,1633455253.0
CEN47980,09-March-2021,2021,1.0,Political violence,Battles,Armed clash,CPC: Coalition of Patriots for Change,,3.0,Military Forces of the Central African Republic (2016-),Wagner Group; MINUSCA: United Nations Multidimensional Integrated Stabilization Mission in the Central African Republic (2014-),1,13.0,,140.0,Middle Africa,Central African Republic,Ouham-Pende,Bozoum,Bozoum,Bozoum,6.319,16.371,2.0,Corbeau News,National,"On 9 March 2021, military forces, Russian Wagner fighters and MINUSCA engaged with the CPC rebels on the Bocaranga axis, in Koyali, 30 kilometres from Bozoum, coded to Bozoum (Bozoum, Ouham Pende). No fatalities and/or injuries reported.",0.0,,1633455253.0
CEN48025,08-March-2021,2021,1.0,Political violence,Battles,Armed clash,CPC: Coalition of Patriots for Change,,3.0,Military Forces of the Central African Republic (2016-),Wagner Group; MINUSCA: United Nations Multidimensional Integrated Stabilization Mission in the Central African Republic (2014-),1,13.0,,140.0,Middle Africa,Central African Republic,Ouham-Pende,Bozoum,Kouazo,Manga,6.438,16.182,1.0,Corbeau News,National,"On 8 March 2021, CPC rebels ambushed a convoy of MINUSCA soldiers, government forces and Wagner in the village of Manga (Bozoum, Ouham Pende), on the highway between Bozoum and Bocaranga. 2 Russian Wagner fighters were reportedly killed and a vehicle destroyed. It is unclear which rebel group was involved in the attack.",2.0,,1633455253.0
CEN47945,20-February-2021,2021,1.0,Political violence,Battles,Armed clash,CPC: Coalition of Patriots for Change,,3.0,Military Forces of the Central African Republic (2016-),Wagner Group,1,13.0,,140.0,Middle Africa,Central African Republic,Ouham,Bossangoa,Bossangoa,Bossangoa,6.493,17.454,2.0,Corbeau News,National,"On 20 February 2021, clashes and fighting took place between the CPC rebels and the soldiers of the national army supported by Russian Wagner mercenaries about a hundred kilometers from Bossangoa (Ouham, Bossangoa) on the Bossembele axis.",0.0,,1633455253.0
CEN47944,19-February-2021,2021,1.0,Political violence,Battles,Armed clash,CPC: Coalition of Patriots for Change,,3.0,Military Forces of the Central African Republic (2016-),Wagner Group,1,13.0,,140.0,Middle Africa,Central African Republic,Ouham,Bossangoa,Bossangoa,Bossangoa,6.493,17.454,2.0,Corbeau News,National,"On 19 February 2021, clashes and fighting took place between the CPC rebels and the soldiers of the national army supported by Russian Wagner mercenaries about a hundred kilometers from Bossangoa (Ouham, Bossangoa) on the Bossembele axis.",0.0,,1633455253.0
CEN47838,09-January-2021,2021,1.0,Political violence,Battles,Armed clash,CPC: Coalition of Patriots for Change,,3.0,Military Forces of the Central African Republic (2016-),Wagner Group; MINUSCA: United Nations Multidimensional Integrated Stabilization Mission in the Central African Republic (2014-),1,13.0,,140.0,Middle Africa,Central African Republic,Ouaka,Grimari,Grimari,Grimari,5.74,20.058,1.0,Corbeau News,National,"On 9 January 2021, clashes resumed between CPC rebels and the military forces, including MINUSCA and Russian private military forces, in Grimari (Grimari, Ouaka).",0.0,,1633455253.0
CEN47808,29-December-2020,2020,1.0,Political violence,Battles,Armed clash,CPC: Coalition of Patriots for Change,,3.0,Military Forces of the Central African Republic (2016-),Wagner Group,1,13.0,,140.0,Middle Africa,Central African Republic,Ombella-M'Poko,Boali,Boali,Boali,4.877,18.002,2.0,Radio Ndeke Luka,National,"On 29 December 2020, CPC forces clashed with the armed forces and Russian private forces (Wagner Group) in the village of Mordecai, 10km from Boali (Boali, Ombella M'Poko). Local sources reported some fatalities and damaged equipment. The MINUSCA conducted tasks for protection of civilians. Fatalities coded as 3.",3.0,,1707180494.0
CEN47933,24-December-2020,2020,1.0,Political violence,Battles,Armed clash,UPC: Union for Peace in the Central African Republic,,3.0,Military Forces of the Central African Republic (2016-),Wagner Group,1,13.0,,140.0,Middle Africa,Central African Republic,Mbomou,Bakouma,Bakouma,Bakouma,5.702,22.782,1.0,Undisclosed Source,Local partner-Other,"On 24 December 2020, UPC forces attacked security forces in Bakouma (Bakouma, Mbomou). International security forces, likely Wagner Group (and coded as such) responded and clashed with the attackers.",0.0,,1648493878.0
CEN47770,22-December-2020,2020,1.0,Political violence,Battles,Non-state actor overtakes territory,CPC: Coalition of Patriots for Change,,3.0,Military Forces of the Central African Republic (2016-),Wagner Group,1,13.0,,140.0,Middle Africa,Central African Republic,Ouaka,Bambari,Bambari,Bambari,5.765,20.654,1.0,Corbeau News,National,"On 22 December 2020, the city of Bambari (Bambari, Ouaka) was taken by CPC forces after a clash with the military forces and Russian private forces. Sources reported fatalities on both sides. Fatalities coded as 3.",3.0,,1633455253.0
CEN47766,19-December-2020,2020,1.0,Political violence,Battles,Armed clash,CPC: Coalition of Patriots for Change,"Anti-Balaka; RRR: Return, Reclamation and Rehabilitation; MPC: Patriotic Movement for Central African Republic",3.0,Military Forces of the Central African Republic (2016-),Wagner Group,1,13.0,,140.0,Middle Africa,Central African Republic,Lobaye,Mbaiki,Mbaiki,Mbaiki,3.874,17.992,1.0,Corbeau News,National,"On 19 December 2020, heavy clashes took place between the rebel forces of the CPC coalition, including Anti Balaka, 3R and MPC, and military forces, supported by Wagner private security forces, in the town of Mbaiki (Mbaiki, Lobaye prefecture). The rebels reportedly took over the town and looted the prefect's residence. The local gendarmerie and police commissioner deserted the town. Several civilians were reportedly killed (coded as 3).",3.0,,1633455252.0
CEN4041,11-June-2018,2018,1.0,Political violence,Battles,Armed clash,UPC: Union for Peace in the Central African Republic,,3.0,Military Forces of the Central African Republic (2016-),Wagner Group,1,13.0,,140.0,Middle Africa,Central African Republic,Ouaka,Bambari,Bambari,Bambari,5.765,20.654,1.0,Reseau des Journalistes pour les Droits de l'Homme,National,"On 11 June 2018, UPC men and CAR armed forces, together with the Russian instructors (Wagner Group), clashed in Bambari for the second consecutive day. Many UPC men left Bambari following the clashes.",0.0,,1649088163.0
CEN4039,10-June-2018,2018,1.0,Political violence,Battles,Armed clash,UPC: Union for Peace in the Central African Republic,,3.0,Military Forces of the Central African Republic (2016-),Wagner Group,1,13.0,,140.0,Middle Africa,Central African Republic,Ouaka,Bambari,Bambari,Bambari,5.765,20.654,1.0,Radio Ndeke Luka,National,"On 10 June 2018, CAR armed forces directed to Bangassou were attacked in Bambari by UPC men. 2 soldiers and a Russian instructor (Wagner Group) were wounded. 5 attackers were killed.",5.0,,1649088163.0
CHA1666,18-October-2022,2022,1.0,Political violence,Battles,Armed clash,Military Forces of Chad (2021-),,1.0,Military Forces of the Central African Republic (2016-),Unidentified Armed Group (Chad); Wagner Group,8,18.0,,148.0,Middle Africa,Chad,Logone Occidental,Lac Wey,Dodinda,Gore,8.433,15.833,2.0,Corbeau News,International,"On 18 October 2022, for a second consecutive day, the Chadian army clashed with a Chadian armed group supported by Wagner group and Central African Republic militaries in the village of So at the border 22 km front Gore (Lac Wey, Logone Occidental). An undetermined number of militiamen were killed and injured. (fatalities coded as 3)",3.0,,1667851741.0
CHA1665,17-October-2022,2022,1.0,Political violence,Battles,Armed clash,Military Forces of Chad (2021-),,1.0,Military Forces of the Central African Republic (2016-),Unidentified Armed Group (Chad); Wagner Group,8,18.0,,148.0,Middle Africa,Chad,Logone Occidental,Lac Wey,Dodinda,Gore,8.433,15.833,2.0,Corbeau News,International,"On 17 October 2022, the Chadian army clashed with a Chadian armed group, Wagner group, and Central African Republic military forces in the village of So situated 22 km from Gore (Lac Wey, Logone Occidental). An undetermined number of militiamen were killed and injured. (fatalities coded as 3)",3.0,,1667851741.0
LBY9820,23-April-2020,2020,1.0,Political violence,Battles,Armed clash,Military Forces of Libya (2016-2021) GNA,,1.0,Military Forces of Libya (2014-) Haftar Faction,Wagner Group,1,11.0,,434.0,Northern Africa,Libya,West,Tripoli,,Tripoli - Salah Aldeen,32.829,13.214,1.0,Libya Observer,National,"On 23 April 2020, GNA forces reportedly clashed with LNA forces backed by alleged Russian mercenaries in Tripoli - Salah Aldeen (Tripoli, West). No casualties reported.",0.0,,1678755253.0
LBY8940,30-November-2019,2019,1.0,Political violence,Battles,Armed clash,Military Forces of Libya (2016-2021) GNA,,1.0,Military Forces of Libya (2014-) Haftar Faction,Wagner Group,1,11.0,,434.0,Northern Africa,Libya,West,Al Jafarah,,Qasr Bin Ghashir,32.688,13.174,1.0,Libya Observer,National,"On 30 November 2019, GNA forces targeted an LNA operations room in Qasr Bin Ghashir (Aljfara), and reportedly killed nine mercenaries of unspecified nationalities, although presence of Russian mercenaries has previously been reported in Qasr Bin Ghashr (coded as Wagner Group).",9.0,,1685401335.0
LBY8703,09-October-2019,2019,1.0,Political violence,Battles,Armed clash,Military Forces of Libya (2016-2021) GNA,,1.0,Military Forces of Libya (2014-) Haftar Faction,Wagner Group,1,11.0,,434.0,Northern Africa,Libya,West,Al Jafarah,,Al Aziziyah,32.532,13.018,1.0,Libya Observer,National,"On 9 October 2019, GNA forces reportedly repelled an attack by LNA and Russian mercenaries from the Wagner Group in Al Aziziyah (Aljfara, West). No casualties reported, although GNA said it destroyed two LNA vehicles. On the same day, another report indicated that GNA and LNA forces clashed in eastern Al Aziziyah, no casualties reported.",0.0,,1689711026.0
LBY8621,23-September-2019,2019,1.0,Political violence,Battles,Armed clash,Military Forces of Libya (2016-2021) GNA,,1.0,Military Forces of Libya (2014-) Haftar Faction,Wagner Group,1,11.0,,434.0,Northern Africa,Libya,West,Al Jafarah,,Asbiah,32.517,13.167,1.0,Libya24,National,"On 23 September 2019, GNA and LNA forces clashed in Asbiah (Aljfara, West) GNA also conducted airstrikes, and reportedly killed four people including an LNA commander and three Russian mercenaries.",4.0,,1685401334.0
LBY8519,09-September-2019,2019,1.0,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Libya (2016-2021) GNA,,1.0,Military Forces of Libya (2014-) Haftar Faction,Wagner Group,1,11.0,,434.0,Northern Africa,Libya,West,Al Jafarah,,Qasr Bin Ghashir,32.688,13.174,1.0,Libya Observer,National,"On 9 September 2019, GNA conducted airstrike targeting LNA positions in Qasr Bin Ghashir (Aljfara). An unspecified number of foreign mercenaries reportedly Russians (assumed Wagner Group and coded as such) were targeted and killed in the airstrike, unknown fatalities coded as 10.",10.0,,1685401334.0
MLI31928,10-February-2024,2024,1.0,Political violence,Battles,Armed clash,Islamic State (Sahel),,2.0,Military Forces of Mali (2021-),Wagner Group,1,12.0,,466.0,Western Africa,Mali,Gao,Ansongo,Talataye,In Delimane,15.868,1.528,2.0,Al Naba; FAMAMali; Mali Jet; Twitter; Undisclosed Source,Local partner-Other,"On 10 February 2024, IS Sahel militants ambushed FAMa forces escorting food convoy in the area In Delimane (Ansongo, Gao). FAMa stated the attack was repelled and several militants were killed. IS Sahel claimed responsibility, said it killed 25 Malian army and Wagner personnel and wounded others, and that drones, helicopters, and jets intervened and carried out airstrikes without resulting in any losses in the group's ranks. Unknown fatalities coded as 10.",10.0,,1708383904.0
MLI31829,02-February-2024,2024,1.0,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,JNIM: Group for Support of Islam and Muslims,,2.0,Military Forces of Mali (2021-),Wagner Group,1,12.0,,466.0,Western Africa,Mali,Koulikoro,Nara,Ouagadou,Goumbou,14.989,-7.455,2.0,Al Zallaqa,New media,"On 2 February 2024, JNIM claimed to have targeted (likely by IED) a vehicle of the Malian army and Wagner mercenaries between Goumbou and Nara (Nara, Koulikoro). Casualties unknown.",0.0,,1707185515.0
MLI31831,02-February-2024,2024,1.0,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,JNIM: Group for Support of Islam and Muslims,,2.0,Military Forces of Mali (2021-),Wagner Group,1,12.0,,466.0,Western Africa,Mali,Segou,Niono,Nampalari,Nampala,15.28,-5.553,2.0,Al Zallaqa,New media,"On 2 February 2024, JNIM claimed to have targeted and destroyed a vehicle of the Malian army and Wagner mercenaries between Nampala and Diabaly (Niono, Segou). Those inside the vehicle were killed, according to the statement. JNIM displayed the remains of the vehicle, corpses, and ammunition and equipment said captured. Unknown fatalities coded as 3.",3.0,,1707185515.0
MLI31830,31-January-2024,2024,1.0,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,JNIM: Group for Support of Islam and Muslims,,2.0,Military Forces of Mali (2021-),Wagner Group,1,12.0,,466.0,Western Africa,Mali,Tombouctou,Niafunke,Soumpi,Soumpi,15.844,-4.326,2.0,Al Zallaqa; Twitter; Undisclosed Source,Local partner-Other,"On 31 January 2024, a FAMa and Wagner vehicle struck an IED likely planted by JNIM militants between Soumpi and Lere (Niafunke, Tombouctou). JNIM claimed the responsibility for the attack. Casualties unknown.",0.0,,1707185515.0
MLI31828,28-January-2024,2024,1.0,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,JNIM: Group for Support of Islam and Muslims,,2.0,Military Forces of Mali (2021-),Wagner Group,1,12.0,,466.0,Western Africa,Mali,Segou,Niono,Diabaly,Diabaly,14.68,-6.016,2.0,Al Zallaqa,New media,"On 28 January 2024, JNIM claimed to have targeted and destroyed a vehicle of the Malian army and Wagner mercenaries (likely by IED) between Diabaly and Nampala (Niono, Segou). Casualties unknown.",0.0,,1707185515.0
MLI31807,25-January-2024,2024,1.0,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,JNIM: Group for Support of Islam and Muslims,,2.0,Military Forces of Mali (2021-),Wagner Group,1,12.0,,466.0,Western Africa,Mali,Segou,Segou,Sansanding,Tossouma,13.894,-5.991,2.0,Al Zallaqa,New media,"On 25 January 2024, JNIM claimed to have targeted a car of the Malian army and Wagner mercenaries by IED detonation between the village of Tossouma (Segou, Segou) and Pogo (Niono, Segou). Casualties unknown.",0.0,,1706579769.0
MLI31801,23-January-2024,2024,1.0,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,JNIM: Group for Support of Islam and Muslims,,2.0,Military Forces of Mali (2021-),Wagner Group,1,12.0,,466.0,Western Africa,Mali,Tombouctou,Tombouctou,Tombouctou,Timbuktu,16.77,-3.006,1.0,Al Zallaqa; Le Pays Dogon; Undisclosed Source,Local partner-Other,"On 23 January 2024, JNIM militants fired six mortar shells at the FAMa military camp in the town of Timbuktu (Tombouctou, Tombouctou). Casualties unknown. JNIM claimed responsibility and said its fighters fired a rocket barrage against FAMa and Wagner base. The statement didn't report any casualties.",0.0,,1706579769.0
MLI31786,20-January-2024,2024,1.0,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,JNIM: Group for Support of Islam and Muslims,,2.0,Military Forces of Mali (2021-),Wagner Group,1,12.0,,466.0,Western Africa,Mali,Kidal,Tessalit,Adjelhoc,Aguelhok,19.47,0.856,2.0,Al Zallaqa,New media,"On 20 January 2024, JNIM claimed to have targeted by IED a FAMa and Wagner vehicle in the valley of Konak [Komak], between Aguelhok and Tessalit (Tessalit, Kidal). Casualties unknown.",0.0,,1706579769.0
MLI31765,19-January-2024,2024,1.0,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,JNIM: Group for Support of Islam and Muslims,,2.0,Military Forces of Mali (2021-),Wagner Group,1,12.0,,466.0,Western Africa,Mali,Kidal,Tessalit,Tessalit,Afara,19.924,0.93,2.0,Al Zallaqa,New media,"On 19 January 2024, JNIM claimed to have targeted [likely by IED] a Malian army and Wagner vehicle in the valley of Afara (Tessalit, Kidal). Casualties unknown.",0.0,,1705978262.0
MLI31729,11-January-2024,2024,1.0,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,JNIM: Group for Support of Islam and Muslims,,2.0,Military Forces of Mali (2021-),Wagner Group,1,12.0,,466.0,Western Africa,Mali,Kidal,Tessalit,Tessalit,Amachach,20.258,0.99,1.0,Al Zallaqa,New media,"On 11 January 2024, JNIM claimed to have fired a barrage of Grad rockets against the FAMa and Wagner base in Amachach (Tessalit, Kidal). Casualties unknown.",0.0,,1705371872.0
MLI31725,09-January-2024,2024,1.0,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,JNIM: Group for Support of Islam and Muslims,,2.0,Military Forces of Mali (2021-),Wagner Group,1,12.0,,466.0,Western Africa,Mali,Mopti,Djenne,Derrary,Koroboro,14.084,-4.479,2.0,Undisclosed Source,Local partner-Other,"On 9 January 2024, a FAMa and Wagner vehicle struck an IED likely planted by JNIM militants between Koroboro and Koina (Djenne, Mopti). Casualties unknown.",0.0,,1705371872.0
MLI31724,07-January-2024,2024,1.0,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,JNIM: Group for Support of Islam and Muslims,,2.0,Military Forces of Mali (2021-),Wagner Group,1,12.0,,466.0,Western Africa,Mali,Tombouctou,Goundam,Tele,Alfo,16.641,-3.752,2.0,Al Zallaqa; Undisclosed Source,Local partner-Other,"On 7 January 2024, a FAMa and Wagner convoy struck an IED near the village of Alfo (Goundam, Tombouctou). Casualties unknown. JNIM claimed responsibility and said that preliminary information spoke of wounded in 'enemy ranks'.",0.0,,1705371872.0
MLI31651,05-January-2024,2024,1.0,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,JNIM: Group for Support of Islam and Muslims,,2.0,Military Forces of Mali (2021-),Wagner Group,1,12.0,,466.0,Western Africa,Mali,Tombouctou,Niafunke,Dianke,Dari,15.918,-3.596,2.0,Al Zallaqa; Undisclosed Source,Local partner-Other,"On 5 January 2024, a Wagner vehicle struck an IED between Dari and Soumpi (Niafunke, Tombouctou). Casualties unknown. JNIM claimed to have targeted two vehicles of the Malian army and Wagner mercenaries between Niafunke and Tonka.",0.0,,1704766911.0
MLI31676,05-January-2024,2024,1.0,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,JNIM: Group for Support of Islam and Muslims,,2.0,Military Forces of Mali (2021-),Wagner Group,1,12.0,,466.0,Western Africa,Mali,Tombouctou,Goundam,Goundam,Goundam,16.417,-3.667,2.0,Al Zallaqa; Undisclosed Source,Local partner-Other,"On 5 January 2024, a FAMa convoy struck an IED between Goundam and Tonka (Goundam, Tombouctou). Casualties unknown. JNIM claimed responsibility and said it targeted a truck of the Malian army and Wagner mercenaries.",0.0,,1704766911.0
MLI31677,05-January-2024,2024,1.0,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,JNIM: Group for Support of Islam and Muslims,,2.0,Military Forces of Mali (2021-),Wagner Group,1,12.0,,466.0,Western Africa,Mali,Tombouctou,Tombouctou,Tombouctou,Nebkit,16.713,-3.18,2.0,Al Zallaqa,New media,"On 5 January 2024, JNIM claimed to have targeted a truck of the Malian army and Wagner mercenaries with a landmine near Nebkit Elilk [Nebkit] (Tombouctou, Tombouctou). Casualties unknown.",0.0,,1704766911.0
MLI31669,04-January-2024,2024,1.0,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,JNIM: Group for Support of Islam and Muslims,,2.0,Military Forces of Mali (2021-),Wagner Group,1,12.0,,466.0,Western Africa,Mali,Tombouctou,Goundam,Tonka,Tonka,16.129,-3.748,2.0,Al Zallaqa; Undisclosed Source; Whatsapp,Local partner-Other,"On 4 January 2024, a FAMa and Wagner vehicle struck an IED between Tonka and Goundam (Goundam, Tombouctou). Casualties unknown. JNIM claimed responsibility.",0.0,,1704766911.0
MLI31664,03-January-2024,2024,1.0,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,JNIM: Group for Support of Islam and Muslims,,2.0,Military Forces of Mali (2021-),Wagner Group,1,12.0,,466.0,Western Africa,Mali,Tombouctou,Goundam,Tonka,Tonka,16.129,-3.748,2.0,Al Zallaqa,New media,"On 3 January 2024, JNIM claimed to have targeted an armored vehicle of the Malian army and Wagner mercenaries with an IED with directed charge between Tonka and Goundam (Goundam, Tombouctou). Casualties unknown.",0.0,,1704766911.0
MLI31650,02-January-2024,2024,1.0,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,JNIM: Group for Support of Islam and Muslims,,2.0,Military Forces of Mali (2021-),Wagner Group,1,12.0,,466.0,Western Africa,Mali,Gao,Gao,Gao,Gao,16.272,-0.045,1.0,Al Zallaqa,New media,"On 2 January 2024, JNIM claimed to have targeted a FAMa and Wagner vehicle by IED detonation in the city of Gao (Gao, Gao). Casualties unknown.",0.0,,1704766911.0
MLI31728,02-January-2024,2024,1.0,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Islamic State (Sahel),,2.0,Military Forces of Mali (2021-),Wagner Group,1,12.0,,466.0,Western Africa,Mali,Menaka,Menaka,Menaka,Menaka,15.918,2.402,1.0,Al Naba,International,"On 2 January 2024, IS Sahel claimed to have fired three Grad rockets against a FAMa and Wagner camp in the town of Menaka (Menaka, Menaka). There were no casualties.",0.0,,1707185515.0
MLI31642,31-December-2023,2023,1.0,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,JNIM: Group for Support of Islam and Muslims,,2.0,Military Forces of Mali (2021-),Wagner Group,1,12.0,,466.0,Western Africa,Mali,Kidal,Kidal,Kidal,Kidal,18.44,1.41,1.0,Undisclosed Source,Local partner-Other,"On 31 December 2023, JNIM militants fired mortar shells at the FAMa and Wagner camp in the town of Kidal (Kidal, Kidal). Casualties unknown.",0.0,,1704766911.0
MLI31638,30-December-2023,2023,1.0,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,JNIM: Group for Support of Islam and Muslims,,2.0,Military Forces of Mali (2021-),Wagner Group,1,12.0,,466.0,Western Africa,Mali,Tombouctou,Tombouctou,Ber,Ber,16.835,-2.532,1.0,Undisclosed Source,Local partner-Other,"On 30 December 2023, a vehicle of FAMa and Wagner forces struck an IED likely planted by JNIM militants in Ber (Tombouctou, Tombouctou). Casualties unknown.",0.0,,1704766911.0
MLI31575,29-December-2023,2023,1.0,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,JNIM: Group for Support of Islam and Muslims,,2.0,Military Forces of Mali (2021-),Wagner Group,1,12.0,,466.0,Western Africa,Mali,Kidal,Kidal,Kidal,Kidal,18.44,1.41,1.0,Al Zallaqa; Undisclosed Source,Local partner-Other,"On 29 December 2023, mortar shells were fired at the FAMa and Wagner military base in the town of Kidal (Kidal, Kidal). Casualties unknown. JNIM claimed responsibility and said its fighters fired a rocket barrage against the base with unknown result in terms of human and material losses.",0.0,,1704766908.0
